Question,Category,Codebase,Level,Number of Participant Sub-Questions,Root Questions,Root Categories,FFP Children,EFP Children,US Children,QGS Children,Tool Usage [%],Tool Usage,Duration,Dynamic Tool Usage [seconds],Static Tool Usage [seconds],Start [seconds],Start [%],Session Duration [seconds]
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,0,S,7,0,7,1710,0.6587057,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,8,8,0,1749,0.6737288,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,5,5,0,1757,0.6768105,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,33,33,0,1762,0.6787365,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,4,4,0,1795,0.6914484,2596
27,US,Unfamiliar,3,0,e8,US,0,0,0,0,1,D,12,12,0,1799,0.6929892,2596
23,US,Unfamiliar,3,20,e8,US,0,4,13,3,1,D,769,769,0,1827,0.7037750,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,1,1,0,1882,0.7249615,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,12,12,0,1899,0.7315100,2596
e5,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,7,7,0,1962,0.7557781,2596
34,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,18,18,0,1969,0.7584746,2596
e5,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2010,0.7742681,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2019,0.7777350,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2061,0.7939137,2596
38,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,31,31,0,2082,0.8020031,2596
12,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,43,43,0,2113,0.8139445,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,11,11,0,2196,0.8459168,2596
38,QGS,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,25,25,0,2207,0.8501541,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,13,13,0,2274,0.8759630,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2287,0.8809707,2596
17,EFP,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,2329,0.8971495,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,5,5,0,2337,0.9002311,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,2,2,0,2367,0.9117874,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,13,13,0,2369,0.9125578,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,3,3,0,2387,0.9194915,2596
27,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,9,9,0,2482,0.9560863,2596
25,US,Unfamiliar,4,0,e8,US,0,0,0,0,1,D,21,21,0,2515,0.9687982,2596
